,year,name,team,salary
0,2013,阿部慎之助,巨人,57000
1,2013,杉内俊哉,巨人,50000
2,2013,田中将大,楽天,40000
3,2013,内海哲也,巨人,40000
4,2013,岩瀬仁紀,中日,37000
5,2013,アレックス・ラミレス,DeNA,35000
6,2013,和田一浩,中日,33000
7,2013,アンドリュー・ジョーンズ,楽天,30000
8,2013,中村剛也,西武,30000
9,2013,攝津正,ソフトバンク,29000
10,2013,吉見一起,中日,29000
11,2013,鳥谷敬,阪神,28000
12,2013,パディーヤ,ソフトバンク,26400
13,2013,李大浩(イ・デホ),オリックス,25000
14,2013,新井貴浩,阪神,25000
15,2013,マット・マートン,阪神,24600
16,2013,武田久,日本ハム,24000
17,2013,山口鉄也,巨人,24000
18,2013,涌井秀章,西武,22000
19,2013,浅尾拓也,中日,22000
20,2013,村田修一,巨人,22000
21,2013,前田健太,広島,21000
22,2013,糸井嘉男,オリックス,20000
23,2013,五十嵐亮太,ソフトバンク,20000
24,2013,ブライアン・ファルケンボーグ,ソフトバンク,20000
25,2013,栗山巧,西武,20000
26,2013,稲葉篤紀,日本ハム,20000
27,2013,武田勝,日本ハム,20000
28,2013,トニ・ブランコ,DeNA,20000
29,2013,西岡剛,阪神,20000
30,2013,石川雅規,ヤクルト,20000
31,2013,D.J.ホールトン,巨人,20000
32,2013,石井一久,西武,19000
33,2013,館山昌平,ヤクルト,19000
34,2013,井端弘和,中日,19000
35,2013,谷繁元信,中日,19000
36,2013,ラヘア,ソフトバンク,18500
37,2013,井口資仁,ロッテ,18000
38,2013,本多雄一,ソフトバンク,18000
39,2013,三浦大輔,DeNA,18000
40,2013,高橋由伸,巨人,18000
41,2013,坂本勇人,巨人,18000
42,2013,内川聖一,ソフトバンク,17000
43,2013,荒木雅博,中日,17000
44,2013,宮本慎也,ヤクルト,16500
45,2013,里崎智也,ロッテ,16000
46,2013,成瀬善久,ロッテ,16000
47,2013,森野将彦,中日,16000
48,2013,長野久義,巨人,16000
49,2013,平野恵一,オリックス,15000
50,2013,後藤光尊,オリックス,15000
51,2013,平野佳寿,オリックス,15000
52,2013,岸孝之,西武,15000
53,2013,モーガン,DeNA,15000
54,2013,福留孝介,阪神,15000
55,2013,ジェイソン・スタンリッジ,阪神,14760
56,2013,今江敏晃,ロッテ,14000
57,2013,ウィリー・モー・ペーニャ,ソフトバンク,14000
58,2013,栗原健太,広島,14000
59,2013,馬原孝浩,オリックス,13500
60,2013,サブロー（大村三郎）,ロッテ,13000
61,2013,松井稼頭央,楽天,13000
62,2013,バーネット,ヤクルト,13000
63,2013,ブライアン・バリントン,広島,12500
64,2013,田中浩康,ヤクルト,12500
65,2013,ランディ・メッセンジャー,阪神,12300
66,2013,金子弌大(千尋),オリックス,12000
67,2013,小山伸一郎,楽天,12000
68,2013,森福允彦,ソフトバンク,12000
69,2013,ボビー・ケッペル,日本ハム,12000
70,2013,宮西尚生,日本ハム,12000
71,2013,久保康友,阪神,12000
72,2013,能見篤史,阪神,12000
73,2013,坂口智隆,オリックス,11500
74,2013,帆足和幸,ソフトバンク,11000
75,2013,多村仁志,DeNA,11000
76,2013,相川亮二,ヤクルト,11000
77,2013,岸田護,オリックス,10600
78,2013,小谷野栄一,日本ハム,10500
79,2013,ブライアン・ウルフ,日本ハム,10500
80,2013,ホセ・フェルナンデス,オリックス,10000
81,2013,井川慶,オリックス,10000
82,2013,薮田安彦,ロッテ,10000
83,2013,ケーシー・マギー,楽天,10000
84,2013,松田宣浩,ソフトバンク,10000
85,2013,山口俊,DeNA,10000
86,2013,大竹寛,広島,10000
87,2013,マニー・アコスタ,巨人,10000
88,2013,久保裕也,巨人,10000
89,2013,聖澤諒,楽天,9800
90,2013,片岡治大(易之),西武,9500
91,2013,エステバン・ヘルマン,西武,9300
92,2013,陽岱鋼,日本ハム,9200
93,2013,福浦和也,ロッテ,9000
94,2013,青山浩二,楽天,9000
95,2013,増井浩俊,日本ハム,9000
96,2013,東出輝裕,広島,9000
97,2013,ラスティングス・ミレッジ,ヤクルト,9000
98,2013,金子誠,日本ハム,8900
99,2013,セス・グライシンガー,ロッテ,8600
100,2013,鉄平（土谷鉄平）,楽天,8600
101,2013,寺原隼人,ソフトバンク,8500
102,2013,中田翔,日本ハム,8500
103,2013,ホルヘ・ソーサ,DeNA,8500
104,2013,畠山和洋,ヤクルト,8500
105,2013,渡辺俊介,ロッテ,8000
106,2013,小野晋吾,ロッテ,8000
107,2013,長谷川勇也,ソフトバンク,8000
108,2013,森本稀哲,DeNA,8000
109,2013,石原慶幸,広島,8000
110,2013,ウラディミール・バレンティン,ヤクルト,8000
111,2013,押本健彦,ヤクルト,8000
112,2013,山井大介,中日,8000
113,2013,谷佳知,巨人,8000
114,2013,ホセ・ロペス,巨人,8000
115,2013,西村健太朗,巨人,8000
116,2013,スコット・マシソン,巨人,7800
117,2013,鶴岡慎也,日本ハム,7600
118,2013,キャム・ミコライオ,広島,7560
119,2013,エンジェルベルト・ソト,DeNA,7500
120,2013,関本賢太郎,阪神,7500
121,2013,大島洋平,中日,7500
122,2013,Ｔー岡田(岡田貴弘),オリックス,7300
123,2013,細川亨,ソフトバンク,7100
124,2013,ジョシュ・ホワイトセル,ロッテ,7000
125,2013,松中信彦,ソフトバンク,7000
126,2013,西口文也,西武,7000
127,2013,吉川光夫,日本ハム,7000
128,2013,コンラッド,阪神,7000
129,2013,福原忍,阪神,7000
130,2013,梵英心,広島,7000
131,2013,松岡健一,ヤクルト,7000
132,2013,中田賢一,中日,7000
133,2013,小笠原道大,巨人,7000
134,2013,ブラッド・エルドレッド,広島,6850
135,2013,マイカ・ホフパワー,日本ハム,6800
136,2013,牧田和久,西武,6700
137,2013,東野峻,オリックス,6500
138,2013,ウィル・レデズマ,ロッテ,6500
139,2013,ダレル・ラズナー,楽天,6500
140,2013,ランディ・ウィリアムス,西武,6500
141,2013,村中恭兵,ヤクルト,6500
142,2013,越智大祐,巨人,6500
143,2013,澤村拓一,巨人,6500
144,2013,デニス・サファテ,西武,6400
145,2013,小林正人,中日,6400
146,2013,大隣憲司,ソフトバンク,6300
147,2013,川端慎吾,ヤクルト,6300
148,2013,二岡智宏,日本ハム,6200
149,2013,木佐貫洋,日本ハム,6200
150,2013,嶋基宏,楽天,6000
151,2013,廣瀬純,広島,6000
152,2013,オーランド・ロマン,ヤクルト,6000
153,2013,ブラッドリー・バーゲセン,中日,6000
154,2013,山本昌,中日,6000
155,2013,川上憲伸,中日,6000
156,2013,久保田智之,阪神,5800
157,2013,岩田稔,阪神,5800
158,2013,炭谷銀仁朗,西武,5700
159,2013,渡辺亮,阪神,5700
160,2013,R.スピリー,西武,5600
161,2013,大引啓次,日本ハム,5600
162,2013,前田智徳,広島,5600
163,2013,山本省吾,ソフトバンク,5500
164,2013,高崎健太郎,DeNA,5500
165,2013,唐川侑己,ロッテ,5450
166,2013,クリス・ラルー,ヤクルト,5000
167,2013,アーロム・バルディリス,オリックス,5000
168,2013,大松尚逸,ロッテ,5000
169,2013,伊藤義弘,ロッテ,5000
170,2013,赤田将吾,日本ハム,5000
171,2013,石川雄洋,DeNA,5000
172,2013,渡辺直人,西武,5000
173,2013,渡辺直人,DeNA,5000
174,2013,日高剛,阪神,5000
175,2013,安藤優也,阪神,5000
176,2013,今村猛,広島,5000
177,2013,永井怜,楽天,4900
178,2013,金澤健人,ソフトバンク,4800
179,2013,今江年晶(敏晃),巨人,4800
180,2013,中山慎也,オリックス,4700
181,2013,西勇輝,オリックス,4600
182,2013,根元俊一,ロッテ,4500
183,2013,由規(佐藤由規),ヤクルト,4500
184,2013,朝倉健太,中日,4500
185,2013,香月良太,巨人,4500
186,2013,榎田大樹,阪神,4400
187,2013,藤田一也,楽天,4300
188,2013,角中勝也,ロッテ,4200
189,2013,益田直也,ロッテ,4200
190,2013,新垣渚,ソフトバンク,4200
191,2013,藤井彰人,阪神,4200
192,2013,山内壮馬,中日,4200
193,2013,鈴木義広,中日,4200
194,2013,コーコラン,DeNA,4000
195,2013,ボイヤー,阪神,4000
196,2013,吉野誠,ソフトバンク,4000
197,2013,吉野誠,オリックス,4000
198,2013,岡田幸文,ロッテ,4000
199,2013,吉村裕基,ソフトバンク,4000
200,2013,山田大樹,ソフトバンク,4000
201,2013,江尻慎太郎,ソフトバンク,4000
202,2013,嶋重宣,西武,4000
203,2013,榊原諒,日本ハム,4000
204,2013,内村賢介,DeNA,4000
205,2013,鶴岡一成,DeNA,4000
206,2013,加賀繁,DeNA,4000
207,2013,フレッド・ルイス,広島,4000
208,2013,横山竜士,広島,4000
209,2013,永川勝浩,広島,4000
210,2013,野村祐輔,広島,4000
211,2013,赤川克紀,ヤクルト,4000
212,2013,高橋聡文,中日,4000
213,2013,矢野謙次,巨人,4000
214,2013,鈴木尚広,巨人,4000
215,2013,實松一成,巨人,4000
216,2013,福田聡志,巨人,4000
217,2013,明石健志,ソフトバンク,3900
218,2013,牧田明久,楽天,3800
219,2013,多田野数人,日本ハム,3800
220,2013,桧山進次郎,阪神,3800
221,2013,増渕竜義,ヤクルト,3800
222,2013,亀井善行(義行),巨人,3800
223,2013,高須洋介,楽天,3750
224,2013,大谷智久,ロッテ,3700
225,2013,岡本篤志,西武,3700
226,2013,藤井秀悟,DeNA,3700
227,2013,古城茂幸,巨人,3700
228,2013,ディッキー・ゴンザレス,ロッテ,3600
229,2013,長田秀一郎,DeNA,3600
230,2013,長田秀一郎,西武,3600
231,2013,小田幸平,中日,3600
232,2013,ダニエル・カブレラ,中日,3600
233,2013,キラ・カアイフエ,広島,3500
234,2013,小松聖,オリックス,3500
235,2013,陽耀勲,ソフトバンク,3500
236,2013,秋山翔吾,西武,3500
237,2013,浅村栄斗,西武,3500
238,2013,オーティズ,西武,3500
239,2013,斎藤佑樹,日本ハム,3500
240,2013,田島慎二,中日,3500
241,2013,片山博視,楽天,3400
242,2013,山崎勝己,ソフトバンク,3400
243,2013,藤江均,DeNA,3400
244,2013,筒井和也,阪神,3400
245,2013,飯原誉士,ヤクルト,3400
246,2013,倉義和,広島,3300
247,2013,石井義人,巨人,3300
248,2013,加藤大輔,楽天,3200
249,2013,中嶋聡,日本ハム,3200
250,2013,石井裕也,日本ハム,3200
251,2013,下園辰哉,DeNA,3200
252,2013,松本哲也,巨人,3200
253,2013,近藤一樹,オリックス,3100
254,2013,美馬学,楽天,3100
255,2013,クラーク,中日,3100
256,2013,ジャスティン・トーマス,日本ハム,3000
257,2013,ロッティーノ,オリックス,3000
258,2013,高橋信二,オリックス,3000
259,2013,原拓也,オリックス,3000
260,2013,ブランドン・ディクソン,オリックス,3000
261,2013,清田育宏,ロッテ,3000
262,2013,ダックワース,楽天,3000
263,2013,斎藤隆,楽天,3000
264,2013,小池正晃,DeNA,3000
265,2013,荒波翔,DeNA,3000
266,2013,金城龍彦,DeNA,3000
267,2013,中村紀洋,DeNA,3000
268,2013,浅井良,阪神,3000
269,2013,天谷宗一郎,広島,3000
270,2013,ミゲル・ソコロビッチ,広島,3000
271,2013,森岡良介,ヤクルト,3000
272,2013,ボウカー,巨人,3000
273,2013,カルロス・ロサ,ロッテ,2900
274,2013,塩見貴洋,楽天,2900
275,2013,大野奨太,日本ハム,2900
276,2013,藤本敦士,ヤクルト,2900
277,2013,山本哲哉,ヤクルト,2900
278,2013,平田良介,中日,2900
279,2013,三瀬幸司,中日,2900
280,2013,マドリガル,中日,2850
281,2013,藤岡好明,ソフトバンク,2800
282,2013,岩嵜翔,ソフトバンク,2800
283,2013,大崎雄太朗,西武,2800
284,2013,山崎浩司,西武,2800
285,2013,野上亮磨,西武,2800
286,2013,篠原貴行,DeNA,2800
287,2013,新井良太,阪神,2800
288,2013,赤松真人,広島,2800
289,2013,木村昇吾,広島,2800
290,2013,日高亮,ヤクルト,2800
291,2013,ルナ(エクトル・ルナ),中日,2800
292,2013,岩田慎司,中日,2800
293,2013,雄太(川井雄太),中日,2800
294,2013,堂上剛裕,中日,2700
295,2013,山崎武司,中日,2700
296,2013,寺内崇幸,巨人,2700
297,2013,吉見祐治,ロッテ,2600
298,2013,菊地和正,DeNA,2600
299,2013,林昌範,DeNA,2600
300,2013,加藤康介,阪神,2600
301,2013,脇谷亮太,巨人,2600
302,2013,荻野忠寛,ロッテ,2560
303,2013,伊志嶺翔大,ロッテ,2550
304,2013,ポール・オセゲラ,ソフトバンク,2500
305,2013,シコースキー,西武,2500
306,2013,飯山裕志,日本ハム,2500
307,2013,モルケン,日本ハム,2500
308,2013,谷元圭介,日本ハム,2500
309,2013,牛田成樹,DeNA,2500
310,2013,川崎雄介,西武,2500
311,2013,川崎雄介,阪神,2500
312,2013,江草仁貴,広島,2500
313,2013,川端崇義,オリックス,2400
314,2013,八木智哉,オリックス,2400
315,2013,小林太志,DeNA,2400
316,2013,大和(前田大和),阪神,2400
317,2013,福井優也,広島,2400
318,2013,中村悠平,ヤクルト,2400
319,2013,野本圭,中日,2400
320,2013,青木高広,巨人,2350
321,2013,青木高広,広島,2350
322,2013,十亀剣,西武,2300
323,2013,菊池雄星,西武,2300
324,2013,丸佳浩,広島,2300
325,2013,梅津智弘,広島,2300
326,2013,田上秀則,ソフトバンク,2250
327,2013,伊藤光,オリックス,2200
328,2013,シュウ・ミンチェ(許銘傑),オリックス,2200
329,2013,銀次(赤見内銀次),楽天,2200
330,2013,小山桂司,楽天,2200
331,2013,辛島航,楽天,2200
332,2013,今宮健太,ソフトバンク,2200
333,2013,大原慎司,DeNA,2200
334,2013,吉川輝昭,DeNA,2200
335,2013,武内晋一,ヤクルト,2200
336,2013,川本良平,ロッテ,2200
337,2013,藤井淳志,中日,2200
338,2013,藤村大介,巨人,2200
339,2013,荻野貴司,ロッテ,2150
340,2013,藤岡貴裕,ロッテ,2100
341,2013,福田秀平,ソフトバンク,2100
342,2013,高谷裕亮,ソフトバンク,2100
343,2013,森内壽春,日本ハム,2100
344,2013,上本博紀,阪神,2100
345,2013,松井光介,ヤクルト,2100
346,2013,田中雅彦,ヤクルト,2010
347,2013,ミチェル・アブレイユ,日本ハム,2000
348,2013,平井正史,オリックス,2000
349,2013,川井貴志,楽天,2000
350,2013,釜田佳直,楽天,2000
351,2013,城所龍磨,ソフトバンク,2000
352,2013,武田翔太,ソフトバンク,2000
353,2013,上本達之,西武,2000
354,2013,松永浩典,西武,2000
355,2013,林威助,阪神,2000
356,2013,鶴直人,阪神,2000
357,2013,ニック・スタビノア,広島,2000
358,2013,堂上直倫,中日,2000
359,2013,武藤祐太,中日,2000
360,2013,加藤健,巨人,2000
361,2013,高木京介,巨人,2000
362,2013,筒香嘉智,DeNA,1950
363,2013,内竜也,ロッテ,1925
364,2013,齋藤俊雄,オリックス,1900
365,2013,枡田慎太郎,楽天,1900
366,2013,金無英,ソフトバンク,1900
367,2013,柳瀬明宏,ソフトバンク,1900
368,2013,高山久,阪神,1900
369,2013,高山久,西武,1900
370,2013,西村憲,阪神,1900
371,2013,岩本貴裕,広島,1900
372,2013,岸本秀樹,広島,1900
373,2013,篠田純平,広島,1900
374,2013,中郷大樹,ロッテ,1890
375,2013,竹原直隆,オリックス,1800
376,2013,マイク・シュルツ,オリックス,1800
377,2013,南昌輝,ロッテ,1800
378,2013,金刃憲人,楽天,1800
379,2013,柳田悠岐,ソフトバンク,1800
380,2013,甲藤啓介,オリックス,1800
381,2013,甲藤啓介,ソフトバンク,1800
382,2013,坂元弥太郎,西武,1800
383,2013,国吉佑樹,DeNA,1800
384,2013,今井啓介,広島,1800
385,2013,久古健太郎,ヤクルト,1800
386,2013,小山雄輝,巨人,1800
387,2013,大野雄大,中日,1750
388,2013,上野大樹,ロッテ,1700
389,2013,ハウザー,楽天,1700
390,2013,熊代聖人,西武,1700
391,2013,G後藤武敏,DeNA,1700
392,2013,小宮山慎二,阪神,1700
393,2013,堂林翔太,広島,1700
394,2013,横川史学,巨人,1700
395,2013,工藤隆人,ロッテ,1690
396,2013,中後悠平,ロッテ,1650
397,2013,中澤雅人,ヤクルト,1650
398,2013,鈴木大地,ロッテ,1630
399,2013,中島俊哉,楽天,1620
400,2013,野中信吾,オリックス,1600
401,2013,海田智行,オリックス,1600
402,2013,大場翔太,ソフトバンク,1600
403,2013,大石達也,西武,1600
404,2013,神内靖,DeNA,1600
405,2013,高宮和也,阪神,1600
406,2013,加治前竜一,巨人,1600
407,2013,野間口貴彦,巨人,1600
408,2013,宮國椋丞,巨人,1600
409,2013,雄平(高井雄平),ヤクルト,1550
410,2013,ディアス,中日,1550
411,2013,岩崎達郎,楽天,1550
412,2013,早坂圭介,ロッテ,1530
413,2013,ブラッド・ミルズ,オリックス,1500
414,2013,ケニー・レイ,楽天,1500
415,2013,クリス・カーター,西武,1500
416,2013,安達了一,オリックス,1500
417,2013,梶本勇介,オリックス,1500
418,2013,アレッサンドロ・マエストリ,オリックス,1500
419,2013,古川秀一,オリックス,1500
420,2013,松葉貴大,オリックス,1500
421,2013,松永昂大,ロッテ,1500
422,2013,西村弥,楽天,1500
423,2013,岡島豪郎,楽天,1500
424,2013,上園啓史,楽天,1500
425,2013,戸村健次,楽天,1500
426,2013,東浜巨,ソフトバンク,1500
427,2013,鬼崎裕司,西武,1500
428,2013,増田達至,西武,1500
429,2013,大谷翔平,日本ハム,1500
430,2013,白崎浩之,DeNA,1500
431,2013,嶋村一輝,DeNA,1500
432,2013,俊介(藤川俊介),阪神,1500
433,2013,柴田講平,阪神,1500
434,2013,藤浪晋太郎,阪神,1500
435,2013,菊池涼介,広島,1500
436,2013,小窪哲也,広島,1500
437,2013,齊藤悠葵,広島,1500
438,2013,岩村明憲,ヤクルト,1500
439,2013,七條祐樹,ヤクルト,1500
440,2013,石山泰稚,ヤクルト,1500
441,2013,福谷浩司,中日,1500
442,2013,大田泰示,巨人,1500
443,2013,田原誠次,巨人,1500
444,2013,菅野智之,巨人,1500
445,2013,クレイグ・ブラゼル,ロッテ,1470
446,2013,鴨志田貴司,オリックス,1400
447,2013,比嘉幹貴,オリックス,1400
448,2013,古谷拓哉,ロッテ,1400
449,2013,江川智晃,ソフトバンク,1400
450,2013,米野智人,西武,1400
451,2013,坂田遼,西武,1400
452,2013,星孝典,西武,1400
453,2013,矢貫俊之,日本ハム,1400
454,2013,内藤雄太,DeNA,1400
455,2013,加賀美希昇,DeNA,1400
456,2013,伊藤隼太,阪神,1400
457,2013,松元ユウイチ,ヤクルト,1400
458,2013,橋本健太郎,ロッテ,1390
459,2013,中村勝,日本ハム,1350
460,2013,上野弘文,広島,1350
461,2013,三輪正義,ヤクルト,1350
462,2013,野口祥順,ヤクルト,1350
463,2013,小野淳平,広島,1350
464,2013,小野淳平,巨人,1350
465,2013,塀内久雄,ロッテ,1330
466,2013,大嶺祐太,ロッテ,1330
467,2013,縞田拓弥,オリックス,1300
468,2013,高橋秀聡,オリックス,1300
469,2013,佐藤達也,オリックス,1300
470,2013,川満寛弥,ロッテ,1300
471,2013,武山真吾,西武,1300
472,2013,小石博孝,西武,1300
473,2013,乾真大,日本ハム,1300
474,2013,須田幸太,DeNA,1300
475,2013,小嶋達也,阪神,1300
476,2013,上田剛史,ヤクルト,1300
477,2013,桑原謙太朗,オリックス,1250
478,2013,中村一生,オリックス,1200
479,2013,伏見寅威,オリックス,1200
480,2013,前田祐二,オリックス,1200
481,2013,佐藤峻一,オリックス,1200
482,2013,小林敦,ロッテ,1200
483,2013,島内宏明,楽天,1200
484,2013,阿部俊人,楽天,1200
485,2013,武藤好貴,楽天,1200
486,2013,高堀和也,楽天,1200
487,2013,長谷部康平,楽天,1200
488,2013,則本昂大,楽天,1200
489,2013,金子圭輔,ソフトバンク,1200
490,2013,高田知季,ソフトバンク,1200
491,2013,伊藤祐介,ソフトバンク,1200
492,2013,山中浩史,ソフトバンク,1200
493,2013,金子侑司,西武,1200
494,2013,杉谷拳士,日本ハム,1200
495,2013,今浪隆博,日本ハム,1200
496,2013,黒羽根利規,DeNA,1200
497,2013,三嶋一輝,DeNA,1200
498,2013,藤原正典,阪神,1200
499,2013,中田廉,広島,1200
500,2013,松井淳,ヤクルト,1200
501,2013,比屋根渉,ヤクルト,1200
502,2013,川島慶三,ヤクルト,1200
503,2013,小川泰弘,ヤクルト,1200
504,2013,松井佑介,中日,1200
505,2013,高橋周平,中日,1200
506,2013,杉山翔大,中日,1200
507,2013,大累進,巨人,1200
508,2013,横山徹也,オリックス,1150
509,2013,清水昭信,中日,1150
510,2013,青野毅,ロッテ,1130
511,2013,宮崎祐樹,オリックス,1100
512,2013,後藤駿太,オリックス,1100
513,2013,辻俊哉,オリックス,1100
514,2013,伊志嶺忠,楽天,1100
515,2013,塚田正義,ソフトバンク,1100
516,2013,平野将光,西武,1100
517,2013,鵜久森淳志,日本ハム,1100
518,2013,根本朋久,日本ハム,1100
519,2013,糸数敬作,日本ハム,1100
520,2013,松本啓二朗,DeNA,1100
521,2013,坂克彦,阪神,1100
522,2013,迎祐一郎,広島,1100
523,2013,松山竜平,広島,1100
524,2013,正田樹,ヤクルト,1100
525,2013,藤田太陽,ヤクルト,1100
526,2013,木谷良平,ヤクルト,1100
527,2013,阿南徹,巨人,1100
528,2013,中西健太,ソフトバンク,1050
529,2013,岡崎太一,阪神,1050
530,2013,中東直己,広島,1050
531,2013,木村優太(木村雄太),ロッテ,1040
532,2013,塚原頌平,オリックス,1000
533,2013,加藤翔平,ロッテ,1000
534,2013,神戸拓光,ロッテ,1000
535,2013,G.G.佐藤(佐藤隆彦),ロッテ,1000
536,2013,森山周,楽天,1000
537,2013,小斉祐輔,楽天,1000
538,2013,橋本義隆,楽天,1000
539,2013,星野智樹,楽天,1000
540,2013,中村晃,ソフトバンク,1000
541,2013,嘉弥真新也,ソフトバンク,1000
542,2013,星秀和,西武,1000
543,2013,高橋朋己,西武,1000
544,2013,村田和哉,日本ハム,1000
545,2013,中島卓也,日本ハム,1000
546,2013,西川遥輝,日本ハム,1000
547,2013,井手正太郎,DeNA,1000
548,2013,梶谷隆幸,DeNA,1000
549,2013,山崎憲晴,DeNA,1000
550,2013,王溢正ワン・イイゼン,DeNA,1000
551,2013,小杉陽太,DeNA,1000
552,2013,井納翔一,DeNA,1000
553,2013,秋山拓巳,阪神,1000
554,2013,二神一人,阪神,1000
555,2013,上本崇司,広島,1000
556,2013,久本祐一,広島,1000
557,2013,中村恭平,広島,1000
558,2013,荒木貴裕,ヤクルト,1000
559,2013,山田哲人,ヤクルト,1000
560,2013,阿部健太,ヤクルト,1000
561,2013,中田亮二,中日,1000
562,2013,井上公志,中日,1000
563,2013,辻孟彦,中日,1000
564,2013,伊藤準規,中日,1000
565,2013,隠善智也,巨人,1000
566,2013,高口隆行,巨人,1000
567,2013,江柄子裕樹,巨人,1000
568,2013,公文克彦,巨人,1000
569,2013,一岡竜司,巨人,1000
570,2013,藤原紘通,楽天,975
571,2013,加藤政義,日本ハム,950
572,2013,赤堀大智,DeNA,950
573,2013,安部友裕,広島,950
574,2013,岩見優輝,広島,950
575,2013,太田裕哉,ヤクルト,950
576,2013,星野真澄,巨人,950
577,2013,橋本到,巨人,950
578,2013,井上雄介,楽天,930
579,2013,河田寿司,楽天,910
580,2013,小島脩平,オリックス,900
581,2013,香月良仁,ロッテ,900
582,2013,林崎遼,西武,900
583,2013,武隈祥太,西武,900
584,2013,鍵谷陽平,日本ハム,900
585,2013,新垣勇人,日本ハム,900
586,2013,安部建輝,DeNA,900
587,2013,土生翔平,広島,900
588,2013,大島崇行,広島,900
589,2013,楠城祐介,ヤクルト,900
590,2013,水田圭介,ヤクルト,900
591,2013,新田玄気,ヤクルト,900
592,2013,江村将也,ヤクルト,900
593,2013,福田永将,中日,900
594,2013,小池翔大,ロッテ,850
595,2013,宮崎敏郎,DeNA,850
596,2013,松本高明,広島,850
597,2013,松井雅人,中日,850
598,2013,島井寛仁,楽天,840
599,2013,土屋朋弘,楽天,840
600,2013,森雄大,楽天,840
601,2013,岩舘学,日本ハム,840
602,2013,屋宜照悟,日本ハム,840
603,2013,小豆畑真也,阪神,840
604,2013,田面巧二郎,阪神,840
605,2013,下水流昂,広島,840
606,2013,中井大介,巨人,840
607,2013,笠原将生,巨人,840
608,2013,田中健二朗,DeNA,830
609,2013,井坂亮平,楽天,825
610,2013,高濱卓也,ロッテ,820
611,2013,谷哲也,中日,820
612,2013,深江真登,オリックス,800
613,2013,スティーブ・ハモンド,オリックス,800
614,2013,戸田亮,オリックス,800
615,2013,中原恵司,ソフトバンク,800
616,2013,李杜軒,ソフトバンク,800
617,2013,巽真悟,ソフトバンク,800
618,2013,斉藤彰吾,西武,800
619,2013,田代将太郎,西武,800
620,2013,木村文紀,西武,800
621,2013,美沢将,西武,800
622,2013,岡本洋介,西武,800
623,2013,高城俊人,DeNA,800
624,2013,小林寛,DeNA,800
625,2013,狩野恵輔,阪神,800
626,2013,狩野恵輔,阪神,800
627,2013,森田一成,阪神,800
628,2013,清水誉,阪神,800
629,2013,岩本輝,阪神,800
630,2013,會澤翼,広島,800
631,2013,白濱裕太,広島,800
632,2013,中崎翔太,広島,800
633,2013,金丸将也,広島,800
634,2013,河内貴哉,広島,800
635,2013,谷内亮太,ヤクルト,800
636,2013,星野雄大,ヤクルト,800
637,2013,平井諒,ヤクルト,800
638,2013,古本武尊,中日,800
639,2013,柳田殖生,中日,800
640,2013,田中大輔,中日,800
641,2013,前田章宏,中日,800
642,2013,坂口真規,巨人,800
643,2013,榎下陽大,日本ハム,780
644,2013,岩崎恭平,中日,780
645,2013,井野卓,巨人,780
646,2013,金澤岳,ロッテ,770
647,2013,細谷圭,ロッテ,760
648,2013,古野正人,ヤクルト,760
649,2013,藤原良平,西武,750
650,2013,岩尾利弘,西武,750
651,2013,河野秀数,日本ハム,750
652,2013,歳内宏明,阪神,750
653,2013,伊藤和雄,阪神,750
654,2013,山本斉,ヤクルト,750
655,2013,佐藤祥万,DeNA,730
656,2013,松本竜也,巨人,730
657,2013,服部泰卓,ロッテ,720
658,2013,菊池保則,楽天,720
659,2013,北條史也,阪神,720
660,2013,今成亮太,阪神,720
661,2013,金田和之,阪神,720
662,2013,川上竜平,ヤクルト,720
663,2013,大場達也,ヤクルト,720
664,2013,中根佑二,ヤクルト,720
665,2013,三ツ俣大樹,オリックス,710
666,2013,相内誠,西武,700
667,2013,庄司龍二,オリックス,700
668,2013,山田修義,オリックス,700
669,2013,阿部和成,ロッテ,700
670,2013,西田哲朗,楽天,700
671,2013,山下斐紹,ソフトバンク,700
672,2013,吉本祥二,ソフトバンク,700
673,2013,二保旭,ソフトバンク,700
674,2013,山本淳,西武,700
675,2013,尾崎匡哉,日本ハム,700
676,2013,齊藤勝,日本ハム,700
677,2013,大塚豊,日本ハム,700
678,2013,鄭凱文(ジェン・カイウン),DeNA,700
679,2013,白仁田寛和,阪神,700
680,2013,高橋大樹,広島,700
681,2013,武内久士,広島,700
682,2013,八木亮祐,ヤクルト,700
683,2013,ラファエル・フェルナンデス,ヤクルト,700
684,2013,森越祐人,中日,700
685,2013,吉川大幾,中日,700
686,2013,西川健太郎,中日,700
687,2013,榎本葵,楽天,680
688,2013,若竹竜士,日本ハム,680
689,2013,福田岳洋,DeNA,680
690,2013,一二三慎太,阪神,680
691,2013,緒方凌介,阪神,660
692,2013,野原将志,阪神,660
693,2013,濱田達郎,中日,660
694,2013,松本幸大,オリックス,650
695,2013,千賀滉大,ソフトバンク,650
696,2013,石川貢,西武,650
697,2013,永江恭平,西武,650
698,2013,中田祥多,西武,650
699,2013,北篤,日本ハム,650
700,2013,大田阿斗里,DeNA,650
701,2013,田上健一,阪神,650
702,2013,ザラテ,阪神,650
703,2013,上村和裕,広島,650
704,2013,市川友也,巨人,650
705,2013,今村信貴,巨人,650
706,2013,牧原大成,ソフトバンク,640
707,2013,佐藤賢治,日本ハム,630
708,2013,植村祐介,日本ハム,630
