name,url_x,position,born_year,hometown,height,weight,blood_type,throw_side,bat_side,draft_year,draft_round,education,koshien,year,team_x,number,b_game,b_pa,b_ab,b_r,b_h,b_2b,b_3b,b_hr,b_tb,b_rbi,b_k,b_bb,b_ibb,b_hbp,b_sh,b_sf,b_sb,b_cs,b_dp,b_e,b_avg,b_slg,b_obp,b_ops,Unnamed: 0.1,team_y,salary,_merge
加藤健,http://www.baseball-lab.jp/player/detail/11780,捕,1981.0,新潟,186cm,93kg,A型,右,右,1998.0,3位,新発田農高,True,2014,巨人,40.0,6,12,10,1,4,0,0,0,4,1,4,2,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.9,1256,巨人,2200,both
加藤健,http://www.baseball-lab.jp/player/detail/11780,捕,1981.0,新潟,186cm,93kg,A型,右,右,1998.0,3位,新発田農高,True,2015,巨人,40.0,35,83,75,3,18,3,0,0,21,3,24,4,0,0,2,2,0,0,2,1,0.24,0.28,0.272,0.552,2159,巨人,2200,both
加藤健,http://www.baseball-lab.jp/player/detail/11780,捕,1981.0,新潟,186cm,93kg,A型,右,右,1998.0,3位,新発田農高,True,2016,巨人,40.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2950,巨人,3500,both
石井義人,http://www.baseball-lab.jp/player/detail/11530,内,1978.0,埼玉,178cm,85kg,O型,右,左,1996.0,4位,浦和学院高─横浜─西武,True,2014,巨人,33.0,7,6,4,0,1,0,0,0,1,1,3,1,0,0,0,1,0,0,0,0,0.25,0.25,0.333,0.583,1221,巨人,2600,both
立岡宗一郎,http://www.baseball-lab.jp/player/detail/900093,外,1990.0,熊本,181cm,82kg,A型,右,左,2008.0,2位,鎮西高─ソフトバンク─巨人,False,2014,巨人,58.0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1480,巨人,1000,both
立岡宗一郎,http://www.baseball-lab.jp/player/detail/900093,外,1990.0,熊本,181cm,82kg,A型,右,左,2008.0,2位,鎮西高─ソフトバンク─巨人,False,2015,巨人,58.0,91,367,339,36,103,9,3,0,118,14,61,18,0,4,3,3,16,6,2,2,0.304,0.348,0.343,0.691,2415,巨人,900,both
立岡宗一郎,http://www.baseball-lab.jp/player/detail/900093,外,1990.0,熊本,181cm,82kg,A型,右,左,2008.0,2位,鎮西高─ソフトバンク─巨人,False,2016,巨人,58.0,51,209,188,15,43,6,1,2,57,9,31,10,0,5,6,0,9,3,1,2,0.229,0.303,0.286,0.589,2945,巨人,3600,both
立岡宗一郎,http://www.baseball-lab.jp/player/detail/900093,外,1990.0,熊本,181cm,82kg,A型,右,左,2008.0,2位,鎮西高─ソフトバンク─巨人,False,2017,巨人,58.0,62,214,197,24,41,3,3,0,50,10,43,11,0,0,6,0,4,5,1,0,0.208,0.254,0.25,0.504,3911,巨人,2900,both
立岡宗一郎,http://www.baseball-lab.jp/player/detail/900093,外,1990.0,熊本,181cm,82kg,A型,右,左,2008.0,2位,鎮西高─ソフトバンク─巨人,False,2018,巨人,58.0,42,60,52,10,12,0,0,0,12,5,11,7,0,1,0,0,4,0,2,0,0.231,0.231,0.333,0.564,4836,巨人,2900,both
立岡宗一郎,http://www.baseball-lab.jp/player/detail/900093,外,1990.0,熊本,181cm,82kg,A型,右,左,2008.0,2位,鎮西高─ソフトバンク─巨人,False,2019,巨人,39.0,25,16,14,4,4,2,0,0,6,1,4,2,0,0,0,0,3,0,0,0,0.286,0.429,0.375,0.804,5806,巨人,2400,both
鬼屋敷正人,http://www.baseball-lab.jp/player/detail/900398,捕,1991.0,三重,178cm,84kg,O型,右,右,2009.0,2位,近大工高専,False,2014,巨人,64.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1667,巨人,570,both
鬼屋敷正人,http://www.baseball-lab.jp/player/detail/900398,捕,1991.0,三重,178cm,84kg,O型,右,右,2009.0,2位,近大工高専,False,2015,巨人,64.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2563,巨人,600,both
鬼屋敷正人,http://www.baseball-lab.jp/player/detail/900398,捕,1991.0,三重,178cm,84kg,O型,右,右,2009.0,2位,近大工高専,False,2016,巨人,64.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3415,巨人,620,both
鬼屋敷正人,http://www.baseball-lab.jp/player/detail/900398,捕,1991.0,三重,178cm,84kg,O型,右,右,2009.0,2位,近大工高専,False,2017,巨人,95.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4314,巨人,620,both
井野卓,http://www.baseball-lab.jp/player/detail/600046,捕,1983.0,群馬,178cm,83kg,B型,右,右,2005.0,7巡目,前橋工高─東北福祉大─楽天─巨人─ヤクルト,True,2014,巨人,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1481,巨人,1000,both
井野卓,http://www.baseball-lab.jp/player/detail/600046,捕,1983.0,群馬,178cm,83kg,B型,右,右,2005.0,7巡目,前橋工高─東北福祉大─楽天─巨人─ヤクルト,True,2015,ヤクルト,63.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2449,ヤクルト,800,both
井野卓,http://www.baseball-lab.jp/player/detail/600046,捕,1983.0,群馬,178cm,83kg,B型,右,右,2005.0,7巡目,前橋工高─東北福祉大─楽天─巨人─ヤクルト,True,2016,ヤクルト,63.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3354,ヤクルト,770,both
井野卓,http://www.baseball-lab.jp/player/detail/600046,捕,1983.0,群馬,178cm,83kg,B型,右,右,2005.0,7巡目,前橋工高─東北福祉大─楽天─巨人─ヤクルト,True,2017,ヤクルト,63.0,7,13,12,3,2,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0.167,0.167,0.167,0.333,4251,ヤクルト,780,both
井野卓,http://www.baseball-lab.jp/player/detail/600046,捕,1983.0,群馬,178cm,83kg,B型,右,右,2005.0,7巡目,前橋工高─東北福祉大─楽天─巨人─ヤクルト,True,2018,ヤクルト,63.0,47,97,90,5,13,3,0,0,16,4,26,5,0,0,2,0,0,0,2,1,0.144,0.178,0.189,0.367,5134,ヤクルト,900,both
井野卓,http://www.baseball-lab.jp/player/detail/600046,捕,1983.0,群馬,178cm,83kg,B型,右,右,2005.0,7巡目,前橋工高─東北福祉大─楽天─巨人─ヤクルト,True,2019,ヤクルト,63.0,7,11,10,1,2,1,0,0,3,0,4,0,0,0,1,0,0,0,1,0,0.2,0.3,0.2,0.5,5899,ヤクルト,1600,both
大累進,http://www.baseball-lab.jp/player/detail/1200042,内,1990.0,北海道,175cm,71kg,O型,右,右,2012.0,2位,駒大苫小牧高─道都大─巨人─日本ハム,False,2014,巨人,39.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1446,巨人,1050,both
大累進,http://www.baseball-lab.jp/player/detail/1200042,内,1990.0,北海道,175cm,71kg,O型,右,右,2012.0,2位,駒大苫小牧高─道都大─巨人─日本ハム,False,2015,巨人,60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2400,巨人,950,both
大累進,http://www.baseball-lab.jp/player/detail/1200042,内,1990.0,北海道,175cm,71kg,O型,右,右,2012.0,2位,駒大苫小牧高─道都大─巨人─日本ハム,False,2016,日本ハム,32.0,14,6,6,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,3344,日本ハム,800,both
大累進,http://www.baseball-lab.jp/player/detail/1200042,内,1990.0,北海道,175cm,71kg,O型,右,右,2012.0,2位,駒大苫小牧高─道都大─巨人─日本ハム,False,2016,日本ハム,32.0,14,6,6,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,3345,巨人,800,both
大累進,http://www.baseball-lab.jp/player/detail/1200042,内,1990.0,北海道,175cm,71kg,O型,右,右,2012.0,2位,駒大苫小牧高─道都大─巨人─日本ハム,False,2017,日本ハム,32.0,13,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,4223,日本ハム,840,both
大累進,http://www.baseball-lab.jp/player/detail/1200042,内,1990.0,北海道,175cm,71kg,O型,右,右,2012.0,2位,駒大苫小牧高─道都大─巨人─日本ハム,False,2018,日本ハム,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5154,日本ハム,820,both
加治前竜一,http://www.baseball-lab.jp/player/detail/800006,外,1985.0,奈良,175cm,80kg,A型,右,右,2007.0,4巡目,智弁学園高─東海大,True,2014,巨人,50.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1386,巨人,1250,both
河野元貴,http://www.baseball-lab.jp/player/detail/900403,捕,1991.0,福岡,180cm,83kg,B型,右,左,2009.0,（育）2位,九州国際大付高─巨人,True,2014,巨人,53.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1607,巨人,700,both
河野元貴,http://www.baseball-lab.jp/player/detail/900403,捕,1991.0,福岡,180cm,83kg,B型,右,左,2009.0,（育）2位,九州国際大付高─巨人,True,2015,巨人,53.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2503,巨人,670,both
河野元貴,http://www.baseball-lab.jp/player/detail/900403,捕,1991.0,福岡,180cm,83kg,B型,右,左,2009.0,（育）2位,九州国際大付高─巨人,True,2016,巨人,53.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3402,巨人,670,both
河野元貴,http://www.baseball-lab.jp/player/detail/900403,捕,1991.0,福岡,180cm,83kg,B型,右,左,2009.0,（育）2位,九州国際大付高─巨人,True,2017,巨人,94.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4294,巨人,670,both
河野元貴,http://www.baseball-lab.jp/player/detail/900403,捕,1991.0,福岡,180cm,83kg,B型,右,左,2009.0,（育）2位,九州国際大付高─巨人,True,2018,巨人,94.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5232,巨人,700,both
坂口真規,http://www.baseball-lab.jp/player/detail/1200045,内,1990.0,和歌山,187cm,95kg,A型,右,右,2012.0,5位,智弁和歌山高─東海大,True,2014,巨人,56.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1512,巨人,900,both
坂口真規,http://www.baseball-lab.jp/player/detail/1200045,内,1990.0,和歌山,187cm,95kg,A型,右,右,2012.0,5位,智弁和歌山高─東海大,True,2015,巨人,56.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2452,巨人,790,both
坂口真規,http://www.baseball-lab.jp/player/detail/1200045,内,1990.0,和歌山,187cm,95kg,A型,右,右,2012.0,5位,智弁和歌山高─東海大,True,2016,巨人,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3524,巨人,500,both
坂口真規,http://www.baseball-lab.jp/player/detail/1200045,内,1990.0,和歌山,187cm,95kg,A型,右,右,2012.0,5位,智弁和歌山高─東海大,True,2017,巨人,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4357,巨人,575,both
和田恋,http://www.baseball-lab.jp/player/detail/1300028,外,1995.0,高知,180cm,93kg,O型,右,右,2013.0,2位,高知高─巨人─楽天,True,2014,巨人,61.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1586,巨人,720,both
和田恋,http://www.baseball-lab.jp/player/detail/1300028,外,1995.0,高知,180cm,93kg,O型,右,右,2013.0,2位,高知高─巨人─楽天,True,2015,巨人,61.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2467,巨人,750,both
和田恋,http://www.baseball-lab.jp/player/detail/1300028,外,1995.0,高知,180cm,93kg,O型,右,右,2013.0,2位,高知高─巨人─楽天,True,2016,巨人,61.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3350,巨人,780,both
和田恋,http://www.baseball-lab.jp/player/detail/1300028,外,1995.0,高知,180cm,93kg,O型,右,右,2013.0,2位,高知高─巨人─楽天,True,2017,巨人,67.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4250,巨人,780,both
和田恋,http://www.baseball-lab.jp/player/detail/1300028,外,1995.0,高知,180cm,93kg,O型,右,右,2013.0,2位,高知高─巨人─楽天,True,2018,巨人,67.0,5,8,8,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.25,5194,巨人,730,both
和田恋,http://www.baseball-lab.jp/player/detail/1300028,外,1995.0,高知,180cm,93kg,O型,右,右,2013.0,2位,高知高─巨人─楽天,True,2019,楽天,54.0,31,113,107,7,27,4,1,2,39,11,32,3,0,1,1,1,0,0,4,1,0.252,0.364,0.277,0.641,6124,楽天,800,both
和田恋,http://www.baseball-lab.jp/player/detail/1300028,外,1995.0,高知,180cm,93kg,O型,右,右,2013.0,2位,高知高─巨人─楽天,True,2019,楽天,54.0,31,113,107,7,27,4,1,2,39,11,32,3,0,1,1,1,0,0,4,1,0.252,0.364,0.277,0.641,6125,巨人,800,both
辻東倫,http://www.baseball-lab.jp/player/detail/1200043,内,1994.0,三重,181cm,83kg,B型,右,左,2012.0,3位,菰野高─巨人,False,2014,巨人,65.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1626,巨人,640,both
辻東倫,http://www.baseball-lab.jp/player/detail/1200043,内,1994.0,三重,181cm,83kg,B型,右,左,2012.0,3位,菰野高─巨人,False,2015,巨人,65.0,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.25,2505,巨人,660,both
辻東倫,http://www.baseball-lab.jp/player/detail/1200043,内,1994.0,三重,181cm,83kg,B型,右,左,2012.0,3位,菰野高─巨人,False,2016,巨人,65.0,15,40,34,1,6,2,0,0,8,0,12,4,0,2,0,0,0,1,0,4,0.176,0.235,0.3,0.535,3383,巨人,710,both
辻東倫,http://www.baseball-lab.jp/player/detail/1200043,内,1994.0,三重,181cm,83kg,B型,右,左,2012.0,3位,菰野高─巨人,False,2017,巨人,65.0,18,36,32,3,8,0,0,0,8,1,7,4,0,0,0,0,1,0,1,2,0.25,0.25,0.333,0.583,4206,巨人,900,both
辻東倫,http://www.baseball-lab.jp/player/detail/1200043,内,1994.0,三重,181cm,83kg,B型,右,左,2012.0,3位,菰野高─巨人,False,2018,巨人,65.0,8,10,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5113,巨人,960,both
奥村展征,http://www.baseball-lab.jp/player/detail/1300030,内,1995.0,滋賀,178cm,76kg,O型,右,左,2013.0,4位,日大山形高─巨人─ヤクルト,True,2014,巨人,91.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1686,巨人,540,both
奥村展征,http://www.baseball-lab.jp/player/detail/1300030,内,1995.0,滋賀,178cm,76kg,O型,右,左,2013.0,4位,日大山形高─巨人─ヤクルト,True,2015,ヤクルト,56.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2574,ヤクルト,560,both
奥村展征,http://www.baseball-lab.jp/player/detail/1300030,内,1995.0,滋賀,178cm,76kg,O型,右,左,2013.0,4位,日大山形高─巨人─ヤクルト,True,2016,ヤクルト,56.0,4,8,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0.0,0.0,0.25,0.25,3467,ヤクルト,550,both
奥村展征,http://www.baseball-lab.jp/player/detail/1300030,内,1995.0,滋賀,178cm,76kg,O型,右,左,2013.0,4位,日大山形高─巨人─ヤクルト,True,2017,ヤクルト,56.0,44,125,113,12,27,4,0,0,31,5,33,9,0,1,1,1,1,1,3,3,0.239,0.274,0.298,0.573,4353,ヤクルト,580,both
奥村展征,http://www.baseball-lab.jp/player/detail/1300030,内,1995.0,滋賀,178cm,76kg,O型,右,左,2013.0,4位,日大山形高─巨人─ヤクルト,True,2018,ヤクルト,56.0,32,46,41,6,9,1,0,1,13,4,10,3,0,0,1,1,0,0,0,0,0.22,0.317,0.267,0.584,5119,ヤクルト,950,both
奥村展征,http://www.baseball-lab.jp/player/detail/1300030,内,1995.0,滋賀,178cm,76kg,O型,右,左,2013.0,4位,日大山形高─巨人─ヤクルト,True,2019,ヤクルト,0.0,74,195,166,15,33,8,1,1,46,12,47,16,1,3,10,0,0,2,2,8,0.199,0.277,0.281,0.558,6065,ヤクルト,950,both
荻野貴幸,http://www.baseball-lab.jp/player/detail/1000090,内,1988.0,愛知,176cm,69kg,O型,右,左,2010.0,（育）4位,杜若高─愛工大,False,2014,巨人,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1789,巨人,270,both
芳川庸,http://www.baseball-lab.jp/player/detail/1100047,捕,1993.0,京都,183cm,86kg,A型,右,右,2011.0,（育）4位,洛北高,False,2014,巨人,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1792,巨人,260,both
芳川庸,http://www.baseball-lab.jp/player/detail/1100047,捕,1993.0,京都,183cm,86kg,A型,右,右,2011.0,（育）4位,洛北高,False,2015,巨人,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2688,巨人,270,both
芳川庸,http://www.baseball-lab.jp/player/detail/1100047,捕,1993.0,京都,183cm,86kg,A型,右,右,2011.0,（育）4位,洛北高,False,2016,巨人,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3587,巨人,280,both
青山誠,http://www.baseball-lab.jp/player/detail/1300032,外,1991.0,兵庫,185cm,88kg,O型,右,右,2013.0,（育）1位,育英高─日大─巨人,False,2014,巨人,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1799,巨人,240,both
青山誠,http://www.baseball-lab.jp/player/detail/1300032,外,1991.0,兵庫,185cm,88kg,O型,右,右,2013.0,（育）1位,育英高─日大─巨人,False,2015,巨人,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2701,巨人,240,both
青山誠,http://www.baseball-lab.jp/player/detail/1300032,外,1991.0,兵庫,185cm,88kg,O型,右,右,2013.0,（育）1位,育英高─日大─巨人,False,2016,巨人,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3619,巨人,240,both
青山誠,http://www.baseball-lab.jp/player/detail/1300032,外,1991.0,兵庫,185cm,88kg,O型,右,右,2013.0,（育）1位,育英高─日大─巨人,False,2017,巨人,99.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4485,巨人,320,both
青山誠,http://www.baseball-lab.jp/player/detail/1300032,外,1991.0,兵庫,185cm,88kg,O型,右,右,2013.0,（育）1位,育英高─日大─巨人,False,2018,巨人,99.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5403,巨人,420,both
和田凌太,http://www.baseball-lab.jp/player/detail/1000087,内,1992.0,広島,180cm,77kg,O型,右,右,2010.0,（育）1位,広島工高,False,2014,巨人,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1788,巨人,270,both
北之園隆生,http://www.baseball-lab.jp/player/detail/1300034,外,1995.0,鹿児島,180cm,88kg,AB型,右,左,2013.0,（育）3位,秀岳館高,False,2014,巨人,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1797,巨人,240,both
北之園隆生,http://www.baseball-lab.jp/player/detail/1300034,外,1995.0,鹿児島,180cm,88kg,AB型,右,左,2013.0,（育）3位,秀岳館高,False,2015,巨人,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2692,巨人,250,both
相川亮二,http://www.baseball-lab.jp/player/detail/11343,捕,1976.0,千葉,183cm,86kg,A型,右,右,1994.0,5位,東京学館高─横浜─ヤクルト,False,2015,巨人,23.0,40,114,99,11,31,3,2,4,50,17,16,12,0,0,2,1,1,0,1,2,0.313,0.505,0.384,0.889,1966,巨人,6000,both
相川亮二,http://www.baseball-lab.jp/player/detail/11343,捕,1976.0,千葉,183cm,86kg,A型,右,右,1994.0,5位,東京学館高─横浜─ヤクルト,False,2016,巨人,23.0,37,48,41,2,10,2,0,0,12,4,10,6,1,0,0,1,0,0,0,0,0.244,0.293,0.333,0.626,2879,巨人,5500,both
相川亮二,http://www.baseball-lab.jp/player/detail/11343,捕,1976.0,千葉,183cm,86kg,A型,右,右,1994.0,5位,東京学館高─横浜─ヤクルト,False,2017,巨人,23.0,29,40,38,0,6,1,0,0,7,3,9,1,0,0,0,1,0,0,1,0,0.158,0.184,0.175,0.359,3838,巨人,4500,both
相川亮二,http://www.baseball-lab.jp/player/detail/11343,捕,1976.0,千葉,183cm,86kg,A型,右,右,1994.0,5位,東京学館高─横浜─ヤクルト,False,2014,ヤクルト,2.0,58,207,192,19,48,8,0,2,62,21,31,9,1,2,2,2,0,0,5,1,0.25,0.323,0.288,0.611,993,ヤクルト,11000,both
堂上剛裕,http://www.baseball-lab.jp/player/detail/400065,外,1985.0,愛知,184cm,93kg,O型,右,左,2003.0,6巡目,愛工大名電高─中日,True,2015,巨人,91.0,59,104,98,7,27,9,1,3,47,13,20,4,0,0,1,1,0,0,6,0,0.276,0.48,0.301,0.781,2561,巨人,600,both
堂上剛裕,http://www.baseball-lab.jp/player/detail/400065,外,1985.0,愛知,184cm,93kg,O型,右,左,2003.0,6巡目,愛工大名電高─中日,True,2016,巨人,51.0,43,53,48,4,8,2,0,2,16,6,11,4,0,1,0,0,0,0,2,0,0.167,0.333,0.245,0.579,3013,巨人,2500,both
堂上剛裕,http://www.baseball-lab.jp/player/detail/400065,外,1985.0,愛知,184cm,93kg,O型,右,左,2003.0,6巡目,愛工大名電高─中日,True,2017,巨人,51.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3984,巨人,2000,both
堂上剛裕,http://www.baseball-lab.jp/player/detail/400065,外,1985.0,愛知,184cm,93kg,O型,右,左,2003.0,6巡目,愛工大名電高─中日,True,2014,中日,63.0,6,5,5,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1268,中日,2025,both
金城龍彦,http://www.baseball-lab.jp/player/detail/11763,外,1976.0,大阪,177cm,82kg,A型,右,両,1998.0,5位,近大付高─住友金属─横浜─ＤｅＮＡ,True,2015,巨人,33.0,36,95,90,9,21,3,0,1,27,10,11,3,0,1,1,0,1,0,0,0,0.233,0.3,0.266,0.566,2019,巨人,4000,both
金城龍彦,http://www.baseball-lab.jp/player/detail/11763,外,1976.0,大阪,177cm,82kg,A型,右,両,1998.0,5位,近大付高─住友金属─横浜─ＤｅＮＡ,True,2014,DeNA,1.0,90,175,160,9,32,6,0,0,38,11,21,13,2,1,1,0,0,1,3,0,0.2,0.238,0.264,0.502,1129,DeNA,4000,both
吉川大幾,http://www.baseball-lab.jp/player/detail/1000139,内,1992.0,大阪,175cm,78kg,A型,右,右,2010.0,2位,ＰＬ学園高─中日─巨人,True,2015,巨人,68.0,47,60,56,11,14,5,1,0,21,4,15,2,0,0,2,0,3,0,1,3,0.25,0.375,0.276,0.651,2623,巨人,500,both
吉川大幾,http://www.baseball-lab.jp/player/detail/1000139,内,1992.0,大阪,175cm,78kg,A型,右,右,2010.0,2位,ＰＬ学園高─中日─巨人,True,2016,巨人,68.0,50,56,51,7,9,0,0,0,9,1,14,3,0,0,2,0,1,2,0,2,0.176,0.176,0.222,0.399,3101,巨人,1700,both
吉川大幾,http://www.baseball-lab.jp/player/detail/1000139,内,1992.0,大阪,175cm,78kg,A型,右,右,2010.0,2位,ＰＬ学園高─中日─巨人,True,2017,巨人,68.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4008,巨人,1700,both
吉川大幾,http://www.baseball-lab.jp/player/detail/1000139,内,1992.0,大阪,175cm,78kg,A型,右,右,2010.0,2位,ＰＬ学園高─中日─巨人,True,2018,巨人,68.0,97,23,18,21,3,0,0,0,3,0,6,2,0,0,3,0,7,0,0,0,0.167,0.167,0.25,0.417,5003,巨人,1360,both
吉川大幾,http://www.baseball-lab.jp/player/detail/1000139,内,1992.0,大阪,175cm,78kg,A型,右,右,2010.0,2位,ＰＬ学園高─中日─巨人,True,2019,巨人,0.0,10,10,9,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5872,巨人,1800,both
吉川大幾,http://www.baseball-lab.jp/player/detail/1000139,内,1992.0,大阪,175cm,78kg,A型,右,右,2010.0,2位,ＰＬ学園高─中日─巨人,True,2014,中日,3.0,16,17,14,2,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0.0,0.0,0.067,0.067,1573,中日,750,both
岡本和真,http://www.baseball-lab.jp/player/detail/1400101,内,1996.0,奈良,185cm,96kg,A型,右,右,2014.0,1位,智弁学園高─巨人,True,2015,巨人,38.0,17,31,28,2,6,0,0,1,9,4,4,2,0,1,0,0,2,0,3,0,0.214,0.321,0.29,0.612,2353,巨人,1000,both
岡本和真,http://www.baseball-lab.jp/player/detail/1400101,内,1996.0,奈良,185cm,96kg,A型,右,右,2014.0,1位,智弁学園高─巨人,True,2016,巨人,38.0,3,10,10,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0.1,0.2,0.1,0.3,3151,巨人,1400,both
岡本和真,http://www.baseball-lab.jp/player/detail/1400101,内,1996.0,奈良,185cm,96kg,A型,右,右,2014.0,1位,智弁学園高─巨人,True,2017,巨人,38.0,15,35,31,2,6,1,0,0,7,2,10,4,0,0,0,0,0,0,0,0,0.194,0.226,0.286,0.512,4122,巨人,1200,both
岡本和真,http://www.baseball-lab.jp/player/detail/1400101,内,1996.0,奈良,185cm,96kg,A型,右,右,2014.0,1位,智弁学園高─巨人,True,2018,巨人,25.0,143,616,540,82,167,26,0,33,292,100,120,72,1,4,0,0,2,1,11,7,0.309,0.541,0.394,0.935,5043,巨人,1200,both
岡本和真,http://www.baseball-lab.jp/player/detail/1400101,内,1996.0,奈良,185cm,96kg,A型,右,右,2014.0,1位,智弁学園高─巨人,True,2019,巨人,25.0,143,628,555,84,147,29,0,31,269,94,132,62,3,6,2,3,3,0,15,4,0.265,0.485,0.343,0.828,5624,巨人,8000,both
北篤,http://www.baseball-lab.jp/player/detail/700026,外,1988.0,石川,183cm,86kg,A型,右,左,2006.0,（高）1巡目,小松工高─横浜─ＤｅＮＡ─日本ハム,False,2015,巨人,66.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2435,巨人,810,both
